model_name,response_threshold,radius_threshold,displacement_threshold,derived_radius_mae,derived_class_macro_f1,cluster_avg_radius_mae,cluster_avg_class_macro_f1
zero_response,0.5,6.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.5,8.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.5,10.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.5,12.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.6,6.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.6,8.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.6,10.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.6,12.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.7,6.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.7,8.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.7,10.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.7,12.0,1.5,26.34844304458337,0.21416247508393316,31.583223198606948,0.13004312260781165
zero_response,0.1,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.1,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.1,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.1,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.2,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.2,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.2,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.2,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.3,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.3,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.3,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.3,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.4,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.4,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.4,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.4,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.5,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.5,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.5,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.5,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.6,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.6,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.6,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.6,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.7,6.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.7,8.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.7,10.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
zero_response,0.7,12.0,2.0,26.34844304458337,0.27558755370303123,31.583223198606948,0.17653250799063744
global_mean,0.1,6.0,0.5,15.631059710200276,0.281344741163253,12.299304440189935,0.29304437007499895
global_mean,0.1,8.0,0.5,15.631059710200276,0.28051777984483234,12.299304440189935,0.29215742141958073
global_mean,0.1,10.0,0.5,15.631059710200276,0.2785452760120966,12.299304440189935,0.2914091208888811
global_mean,0.1,12.0,0.5,15.631059710200276,0.2771761729546892,12.299304440189935,0.2903544531299268
